Track Name,Artist,Album,Thumbnail URL,Track ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Wow.,Post Malone,Hollywood's Bleeding,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,7xQAfvXzm3AkraOtGPWIZg,0.829,0.538,11.0,-7.359,0.0,0.212,0.137,1.88e-06,0.103,0.389,99.952,audio_features,7xQAfvXzm3AkraOtGPWIZg,spotify:track:7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,149547.0,4.0
Be Alright,Dean Lewis,A Place We Knew,https://i.scdn.co/image/ab67616d0000b27313480e8127119dcb882eb53d,5qrSlOut2rNAWv3ubArkNy,0.551,0.537,11.0,-7.595,1.0,0.034,0.705,0.0,0.0802,0.493,126.421,audio_features,5qrSlOut2rNAWv3ubArkNy,spotify:track:5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/tracks/5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy,196493.0,4.0
Falling,Trevor Daniel,Nicotine,https://i.scdn.co/image/ab67616d0000b273f3508855e1fd44d447a3413b,0Aqi7ArnBrGblW5T6p2jmD,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,audio_features,0Aqi7ArnBrGblW5T6p2jmD,spotify:track:0Aqi7ArnBrGblW5T6p2jmD,https://api.spotify.com/v1/tracks/0Aqi7ArnBrGblW5T6p2jmD,https://api.spotify.com/v1/audio-analysis/0Aqi7ArnBrGblW5T6p2jmD,159382.0,4.0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",Carte Blanche,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be,0KoiMHhqKLoL4xM54rcWYY,0.843,0.802,1.0,-4.167,0.0,0.228,0.158,5e-06,0.0642,0.618,95.881,audio_features,0KoiMHhqKLoL4xM54rcWYY,spotify:track:0KoiMHhqKLoL4xM54rcWYY,https://api.spotify.com/v1/tracks/0KoiMHhqKLoL4xM54rcWYY,https://api.spotify.com/v1/audio-analysis/0KoiMHhqKLoL4xM54rcWYY,212500.0,4.0
This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf,0azC730Exh71aQlOt9Zj3y,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160.0,4.0
I Feel It Coming,"The Weeknd, Daft Punk",Starboy,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,5GXAXm5YOmYT0kL5jHvYBt,0.773,0.819,0.0,-5.946,0.0,0.118,0.426,0.0,0.0679,0.585,92.99,audio_features,5GXAXm5YOmYT0kL5jHvYBt,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,https://api.spotify.com/v1/tracks/5GXAXm5YOmYT0kL5jHvYBt,https://api.spotify.com/v1/audio-analysis/5GXAXm5YOmYT0kL5jHvYBt,269187.0,4.0
Anti-Hero,Taylor Swift,Midnights,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,0V3wPSX9ygBnCm8psDIegu,0.633,0.648,4.0,-6.645,1.0,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690.0,4.0
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf,2tTmW7RDtMQtBk7m2rYeSw,0.621,0.782,2.0,-5.548,1.0,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938.0,4.0
Hello,Adele,25,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,4sPmO7WMQUAf45kwMOtONw,0.481,0.451,5.0,-6.095,0.0,0.0347,0.336,0.0,0.0872,0.289,157.966,audio_features,4sPmO7WMQUAf45kwMOtONw,spotify:track:4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,295493.0,4.0
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",beerbongs & bentleys,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8.0,-8.094,1.0,0.105,0.546,0.0,0.111,0.459,140.06,audio_features,3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,221440.0,4.0
Cold Water,"Major Lazer, Justin Bieber, MØ",Cold Water,https://i.scdn.co/image/ab67616d0000b27339ab650e9b93e42c928e7dba,7zsXy7vlHdItvUSH8EwQss,0.608,0.798,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.5,92.946,audio_features,7zsXy7vlHdItvUSH8EwQss,spotify:track:7zsXy7vlHdItvUSH8EwQss,https://api.spotify.com/v1/tracks/7zsXy7vlHdItvUSH8EwQss,https://api.spotify.com/v1/audio-analysis/7zsXy7vlHdItvUSH8EwQss,185360.0,4.0
Bad Habits,Ed Sheeran,=,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747.0,4.0
IDGAF,Dua Lipa,Dua Lipa (Deluxe),https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,audio_features,76cy1WJvNGJTj78UqeA5zr,spotify:track:76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,217947.0,4.0
death bed (coffee for your head),"Powfu, beabadoobee",death bed (coffee for your head),https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333.0,4.0
Me Porto Bonito,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567.0,4.0
Kiss Me More (feat. SZA),"Doja Cat, SZA",Planet Her,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,3DarAbFujv6eYNliUTyqtz,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667.0,4.0
Me Rehúso,Danny Ocean,54+1,https://i.scdn.co/image/ab67616d0000b273a75bd33684083600569dd3bf,6ifUES3keWjwXgae8pXI3o,0.744,0.804,1.0,-6.327,1.0,0.0677,0.0231,0.0,0.0494,0.426,104.823,audio_features,6ifUES3keWjwXgae8pXI3o,spotify:track:6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/audio-analysis/6ifUES3keWjwXgae8pXI3o,205715.0,4.0
ROXANNE,Arizona Zervas,ROXANNE,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636.0,5.0
Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",Icarus Falls,https://i.scdn.co/image/ab67616d0000b2732bdcb339402ebd78651f09c8,3e7sxremeOE3wTySiOhGiP,0.259,0.437,11.0,-6.589,0.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,audio_features,3e7sxremeOE3wTySiOhGiP,spotify:track:3e7sxremeOE3wTySiOhGiP,https://api.spotify.com/v1/tracks/3e7sxremeOE3wTySiOhGiP,https://api.spotify.com/v1/audio-analysis/3e7sxremeOE3wTySiOhGiP,239000.0,4.0
I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",Fifty Shades Darker (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27363d77f99117b28af9f656918,2y5aJvzXhHPA94U5GFAcXe,0.735,0.443,0.0,-8.432,1.0,0.0556,0.0601,1.91e-05,0.213,0.107,117.968,audio_features,2y5aJvzXhHPA94U5GFAcXe,spotify:track:2y5aJvzXhHPA94U5GFAcXe,https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe,https://api.spotify.com/v1/audio-analysis/2y5aJvzXhHPA94U5GFAcXe,245653.0,4.0
High Hopes,Panic! At The Disco,Pray for the Wicked,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947.0,4.0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd,3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,252534.0,4.0
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",What Is Love? (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,2hrUO4drrO63i7FYbCLBl2,0.717,0.73,9.0,-4.729,0.0,0.0568,0.383,0.0,0.398,0.792,102.002,audio_features,2hrUO4drrO63i7FYbCLBl2,spotify:track:2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/audio-analysis/2hrUO4drrO63i7FYbCLBl2,251173.0,4.0
Silence,"Marshmello, Khalid",Silence,https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,audio_features,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,180823.0,4.0
Tusa,"KAROL G, Nicki Minaj",KG0516,https://i.scdn.co/image/ab67616d0000b273ddd3154c58e15a8bdb63bbcc,0dKg2vGC1hFqcK5LGTaKzX,0.799,0.701,2.0,-3.272,1.0,0.282,0.309,7.36e-05,0.0514,0.607,100.946,audio_features,0dKg2vGC1hFqcK5LGTaKzX,spotify:track:0dKg2vGC1hFqcK5LGTaKzX,https://api.spotify.com/v1/tracks/0dKg2vGC1hFqcK5LGTaKzX,https://api.spotify.com/v1/audio-analysis/0dKg2vGC1hFqcK5LGTaKzX,201920.0,4.0
Cake By The Ocean,DNCE,DNCE,https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4.0,-5.446,0.0,0.0517,0.152,0.0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,219147.0,4.0
The Middle,"Zedd, Maren Morris, Grey",The Middle,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,09IStsImFySgyp0pIQdqAc,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732.0,4.0
Earned It (Fifty Shades Of Grey),The Weeknd,Beauty Behind The Madness,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,4frLb7nWtsz2ymBE6k2GRP,0.657,0.291,2.0,-8.275,0.0,0.0348,0.405,0.0,0.0771,0.405,119.782,audio_features,4frLb7nWtsz2ymBE6k2GRP,spotify:track:4frLb7nWtsz2ymBE6k2GRP,https://api.spotify.com/v1/tracks/4frLb7nWtsz2ymBE6k2GRP,https://api.spotify.com/v1/audio-analysis/4frLb7nWtsz2ymBE6k2GRP,277680.0,3.0
In My Feelings,Drake,Scorpion,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925.0,4.0
Mi Gente,"J Balvin, Willy William",Vibras,https://i.scdn.co/image/ab67616d0000b273dc1e881b8bb3e6ca57e82fcd,7COfe3P7KgfwDwIRB8LIDw,0.548,0.703,11.0,-4.838,0.0,0.0772,0.0168,2.38e-05,0.143,0.286,104.666,audio_features,7COfe3P7KgfwDwIRB8LIDw,spotify:track:7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/tracks/7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/audio-analysis/7COfe3P7KgfwDwIRB8LIDw,185040.0,4.0
a thousand years,Christina Perri,a thousand years,https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,6lanRgr6wXibZr8KgzXxBl,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120.0,3.0
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",7/27 (Deluxe),https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,4tCtwWceOPWzenK2HAIJSb,0.803,0.585,8.0,-5.861,1.0,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480.0,4.0
Young Dumb & Broke,Khalid,American Teen,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,5Z3GHaZ6ec9bsiI5BenrbY,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547.0,4.0
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",Justice,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082.0,4.0
Let Me Down Slowly,Alec Benjamin,Narrated For You,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354.0,4.0
FRIENDS,"Marshmello, Anne-Marie",FRIENDS,https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,audio_features,08bNPGLD8AhKpnnERrAc6G,spotify:track:08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,202621.0,4.0
Mask Off,Future,FUTURE,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,3rOSwuTsUlJp0Pu0MkN8r8,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,3rOSwuTsUlJp0Pu0MkN8r8,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,https://api.spotify.com/v1/tracks/3rOSwuTsUlJp0Pu0MkN8r8,https://api.spotify.com/v1/audio-analysis/3rOSwuTsUlJp0Pu0MkN8r8,204600.0,4.0
"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",us,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6.0,-13.4,0.0,0.3,0.687,0.0,0.101,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251034.0,4.0
Fuck Love,"XXXTENTACION, Trippie Redd",17,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0.0,-9.74,0.0,0.0412,0.0172,0.000152,0.103,0.329,131.036,audio_features,7AQim7LbvFVZJE3O8TYgf2,spotify:track:7AQim7LbvFVZJE3O8TYgf2,https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2,https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2,146520.0,4.0
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721.0,4.0
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,audio_features,4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,244973.0,4.0
It Ain’t Me (with Selena Gomez),"Kygo, Selena Gomez",It Ain't Me,https://i.scdn.co/image/ab67616d0000b273f9dcc529e62f2a4675f88738,12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,audio_features,12GEpg2XOPyqk03JZEZnJs,spotify:track:12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/audio-analysis/12GEpg2XOPyqk03JZEZnJs,220781.0,4.0
2002,Anne-Marie,Speak Your Mind (Deluxe),https://i.scdn.co/image/ab67616d0000b27338aae75dc37fb42457866ffd,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987.0,4.0
Adore You,Harry Styles,Fine Line,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133.0,4.0
Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",No.6 Collaborations Project,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5.0,-8.114,0.0,0.186,0.124,0.0,0.0801,0.546,92.979,audio_features,70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/audio-analysis/70eFcWOvlMObDhURTqT4Fv,197867.0,4.0
Let You Down,NF,Perception,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,52okn5MNA47tk87PeZJLEL,0.661,0.714,5.0,-5.68,0.0,0.121,0.314,0.0,0.179,0.464,147.998,audio_features,52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120.0,4.0
Halo,Beyoncé,I AM...SASHA FIERCE,https://i.scdn.co/image/ab67616d0000b273801c4d205accdba0a468a10b,3ERa3mEeOnrh2Mc47qM6T1,0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.472,79.983,audio_features,3ERa3mEeOnrh2Mc47qM6T1,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,https://api.spotify.com/v1/tracks/3ERa3mEeOnrh2Mc47qM6T1,https://api.spotify.com/v1/audio-analysis/3ERa3mEeOnrh2Mc47qM6T1,261640.0,4.0
Redbone,Childish Gambino,"""Awaken, My Love!""",https://i.scdn.co/image/ab67616d0000b2731c29562d6e8c1f55bb1311d5,3kxfsdsCpFgN412fpnW85Y,0.745,0.356,1.0,-10.425,1.0,0.0941,0.172,0.00943,0.123,0.607,160.033,audio_features,3kxfsdsCpFgN412fpnW85Y,spotify:track:3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,326933.0,4.0
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,https://i.scdn.co/image/ab67616d0000b273de437d960dda1ac0a3586d97,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11.0,-3.051,0.0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827.0,4.0
